query_id;iteration;mg;sg;question;truth;full_answer;accuracy;;;;;;;;;;;;;;;
O_09;1;MG1;SG1;If I'm aggregating data by year, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""From Year, you can drill down to Semester, Quarter, 4Month Period, Month In Year, Month, Week, and Date.""
Motivation: ""The Date hierarchy has the top level Year, connected through roll-up arcs to Semester, and through it to Quarter and 4Month Period, which lead to Month In Year. Month In Year is connected to Month and Week, and finally to Date, defining all available drill-down paths from Year.""
Structured: 
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Month"", ""Date_Week"", ""Date_Date""]
  - [""Date_Year"", ""Date_Semester"", ""Date_4Month_Period"", ""Date_Month_In_Year"", ""Date_Month"", ""Date_Week"", ""Date_Date""]";0.7803030303030304;;;;;;;;;;;;;;;
O_09;2;MG1;SG1;If I'm aggregating data by year, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""When aggregating data by year, the available drill-down paths include Year to Semester to Quarter to Month in Year to Month or Year to Semester to Quarter to Month in Year to 4 Month Period to Month or also Year to Semester to Quarter to Month in Year to Week or directly Year to 4 Month Period to Month in Year to Date.""
Motivation: ""From the Date hierarchy, Year rolls down to Semester, then to Quarter, then to Month in Year, and from there different paths go to Month, 4 Month Period, or Week, ending at Date; each sequence follows RollUpArc connections from coarser to finer levels.""
Structured: 
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Month""]
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_4Month_Period"", ""Date_Month""]
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Week""]
  - [""Date_Year"", ""Date_4Month_Period"", ""Date_Month_In_Year"", ""Date_Date""]";0.6;;;;;;;;;;;;;;;
O_09;3;MG1;SG1;If I'm aggregating data by year, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""If you aggregate data by Year, you can drill down to 4 Month Period, Semester, and Quarter, then to Month In Year, and finally to Month, Week, or Date, depending on the hierarchy branch used.""
Motivation: ""From the Date_Year level, RollUpArc relationships indicate links to Date_4Month_Period, Date_Semester, and Date_Quarter. These in turn lead to Date_Month_In_Year, which can further reach Date_Month, Date_Week, and Date_Date, defining several drill-down paths from Year.""
Structured: 
  - [""Date_Year"", ""Date_4Month_Period"", ""Date_Month_In_Year"", ""Date_Month"", ""Date_Date""]
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Week"", ""Date_Date""]
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Date""]";0.7555555555555556;;;;;;;;;;;;;;;
O_09;4;MG1;SG1;If I'm aggregating data by year, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""If you are aggregating data by year, available drill-down paths include Year to Semester, Year to Semester to Quarter, and Year to 4 Month Period to Month In Year to Date to Week.""
Motivation: ""The Year level in the Date hierarchy has roll-down paths to Semester (via Date_Semester), then to Quarter (via Date_Quarter), and also to 4 Month Period (via Date_4Month_Period), which further rolls down to Month In Year, Date, and Week.""
Structured: 
  - [""Date_Year"", ""Date_Semester""]
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter""]
  - [""Date_Year"", ""Date_4Month_Period"", ""Date_Month_In_Year"", ""Date_Date"", ""Date_Week""]";0.6555555555555556;;;;;;;;;;;;;;;
O_09;5;MG1;SG1;If I'm aggregating data by year, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""When aggregating by Year, the available drill-down paths are from Year to Semester to Quarter to Month in Year to Date, and from Year to 4Month Period to Month in Year to Date, as well as from Year to Semester to Month in Year to Date and finally from Year to Week to Date.""
Motivation: ""The Date hierarchy shows roll-up arcs connecting Year to Semester, Quarter, and 4Month Period, all of which roll down to Month in Year, which further rolls down to Date. Week also rolls down from Date, defining an alternate path from Year to Week to Date.""
Structured: 
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Date""]
  - [""Date_Year"", ""Date_4Month_Period"", ""Date_Month_In_Year"", ""Date_Date""]
  - [""Date_Year"", ""Date_Semester"", ""Date_Month_In_Year"", ""Date_Date""]
  - [""Date_Year"", ""Date_Week"", ""Date_Date""]";0.6666666666666666;;;;;;;;;;;;;;;
O_09;1;MG1;SG2;If I'm aggregating data by year, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""From Year you can drill down along multiple paths in the Date hierarchy, specifically through Semester, Quarter, Month In Year, Week, and Date, allowing analysis at progressively finer time granularities."" 
Motivation: ""The attribute Year (Date_Year) is at the top of the Date hierarchy, with roll-down paths to Semester, Quarter, Month In Year, Week, and Date according to the RollUpArc relationships."" 
Structured: 
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Date""]
  - [""Date_Year"", ""Date_4Month_Period"", ""Date_Month_In_Year"", ""Date_Date""]
  - [""Date_Year"", ""Date_Month_In_Year"", ""Date_Date""]
  - [""Date_Year"", ""Date_Date""]
  - [""Date_Year"", ""Date_Week"", ""Date_Date""]";0.5714285714285715;;;;;;;;;;;;;;;
O_09;2;MG1;SG2;If I'm aggregating data by year, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""From year, you can drill down along several paths within the Date hierarchy, namely to Semester, to Quarter, to the special 4 Month Period, to Month in Year, to Month, to Week, and finally to Date.""
Motivation: ""The Date hierarchy connects Year to Semester, Quarter, 4 Month Period, Month in Year, Month, Week, and Date through RollUpArc relationships. Each drill-down path follows those arcs from the coarsest level (Year) to the finest (Date).""
Structured: 
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Date""]
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Month""]
  - [""Date_Year"", ""Date_4Month_Period"", ""Date_Month_In_Year"", ""Date_Month""]
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Week""]
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year""]";0.4999999999999999;;;;;;;;;;;;;;;
O_09;3;MG1;SG2;If I'm aggregating data by year, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Motivation: ""In the Date hierarchy, the attribute Year rolls down to Semester, Quarter, and 4Month_Period, each of which in turn rolls down to Month_In_Year (which further rolls down to Month and Week) and to Date. These roll-up arcs define all possible drill-down paths starting from Year.""  
Full: ""From Year you can drill down along several paths, which lead respectively to Semester, Quarter, 4-Month Period, Month In Year, Month, Week, and finally Date.""  
Structured: 
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Date""]
  - [""Date_Year"", ""Date_4Month_Period"", ""Date_Month_In_Year"", ""Date_Date""]
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Month""]
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Week""]";0.6666666666666666;;;;;;;;;;;;;;;
O_09;4;MG1;SG2;If I'm aggregating data by year, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""From year, the available drill-down paths follow the Date hierarchy and include the following sequences of attributes: Semester to Quarter to Month in Year to Date, Semester to Month in Year to Date, and Year to 4Month Period to Month in Year to Date.""
Motivation: ""In the Date hierarchy, Year rolls down to Semester, 4Month Period, Quarter, Month in Year, and Date through RollUpArc relationships. The available drill-down paths are obtained by reversing these arcs from Year down to finer levels.""
Structured: 
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Date""]
  - [""Date_Year"", ""Date_Semester"", ""Date_Month_In_Year"", ""Date_Date""]
  - [""Date_Year"", ""Date_4Month_Period"", ""Date_Month_In_Year"", ""Date_Date""]";0.8;;;;;;;;;;;;;;;
O_09;5;MG1;SG2;If I'm aggregating data by year, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""When aggregating by Year, several drill-down paths are available. In the Time hierarchy, you can drill down from Year to Semester, to Quarter, to 4MonthPeriod, to Month in Year, to Month, to Week, and finally to Date. These paths apply to any cube using the shared Date hierarchy.""
Motivation: ""The Date hierarchy defines multiple roll-up arcs originating from Year towards Semester, Quarter, 4MonthPeriod, Month in Year, Month, Week, and Date, establishing the drill-down possibilities from Year to finer time levels.""
Structured: 
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Month"", ""Date_Week"", ""Date_Date""]";0.5555555555555556;;;;;;;;;;;;;;;
O_09;1;MG2;SG2;If I'm aggregating data by year, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""When aggregating data by year, drill-down paths are available to semester, quarter, 4-month period, month in year, month, week, and date, allowing progressively finer temporal analyses.""  
Motivation: ""From the schema of the Date hierarchy, Year rolls down to Semester, Quarter, 4-Month Period, Month In Year, Month, Week, and finally Date, as indicated by the RollUpArc connections.""  
Structured:  
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Month"", ""Date_Week"", ""Date_Date""]  
  - [""Date_Year"", ""Date_4Month_Period"", ""Date_Month_In_Year"", ""Date_Date""]";0.9166666666666667;;;;;;;;;;;;;;;
O_09;2;MG2;SG2;If I'm aggregating data by year, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""When aggregating data by year, the available drill-down paths include the following: Year to Semester to Quarter to Month in Year to Date, Year to Semester to Season, and Year to 4Month Period to Month in Year to Date.""
Motivation: ""The Date hierarchy includes roll-up arcs connecting Year to Semester, Quarter, 4Month Period, Month in Year, and Date, which provide drill-down paths from Year down to finer time levels.""
Structured: 
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Date""]
  - [""Date_Year"", ""Date_Semester"", ""Historical_Order_Semester"", ""Historical_Order_Season""]
  - [""Date_Year"", ""Date_4Month_Period"", ""Date_Month_In_Year"", ""Date_Date""]";0.8;;;;;;;;;;;;;;;
O_09;3;MG2;SG2;If I'm aggregating data by year, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""When aggregating data by year, the available drill-down paths include Year to Semester to Quarter to Month In Year to Date, as well as Year to 4Month Period to Month In Year to Date and Year to 4Month Period to Date.""
Motivation: ""In the Date hierarchy, the attribute Year is rolled down through several paths defined by RollUpArc connections: one through Semester to Quarter to Month In Year to Date, another through 4Month Period to Month In Year to Date, and a direct connection from 4Month Period to Date.""
Structured: 
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Date""]
  - [""Date_Year"", ""Date_4Month_Period"", ""Date_Month_In_Year"", ""Date_Date""]
  - [""Date_Year"", ""Date_4Month_Period"", ""Date_Date""]";0.8;;;;;;;;;;;;;;;
O_09;4;MG2;SG2;If I'm aggregating data by year, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""From Year, you can drill down through Semester, Quarter, 4-Month Period, Month in Year, and Date, giving five possible paths of analysis along the Time hierarchy.""  
Motivation: ""The Date hierarchy includes sequential RollUpArc relationships from Year to Semester, Quarter, 4-Month Period, Month in Year, and finally to Date, defining the available drill-down paths from the Year level to finer temporal levels.""  
Structured: 
  - [""Date_Year"", ""Date_Semester""] 
  - [""Date_Year"", ""Date_Quarter""] 
  - [""Date_Year"", ""Date_4Month_Period""] 
  - [""Date_Year"", ""Date_Month_In_Year""] 
  - [""Date_Year"", ""Date_Month_In_Year"", ""Date_Date""]";0.4081632653061224;;;;;;;;;;;;;;;
O_09;5;MG2;SG2;If I'm aggregating data by year, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""When aggregating by Year, drill-down paths are available toward Semester, Quarter, 4Month Period, and Month In Year, ending eventually in Date.""
Motivation: ""From the ontology, the attribute Date_Year rolls down to Date_Semester, Date_Quarter, Date_4Month_Period, and Date_Month_In_Year, which further roll down to Date_Date, forming the complete drill-down paths from the coarsest to the finest granularity.""
Structured: 
  - [""Date_Year"", ""Date_Semester""]
  - [""Date_Year"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Date""]
  - [""Date_Year"", ""Date_4Month_Period"", ""Date_Month_In_Year"", ""Date_Date""]
  - [""Date_Year"", ""Date_Month_In_Year"", ""Date_Date""]";0.6296296296296297;;;;;;;;;;;;;;;
O_09_D;1;MG1;SG1;If I'm aggregating data by 12-months periods, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""From the 12-month period level, which corresponds to Date Year, the available drill-down paths are toward semesters, quarters, four-month periods, months in year, weeks, and single dates.""
Motivation: ""The 12-month period corresponds to the Date Year level, which rolls down to Semester, Quarter, Four Month Period, Month in Year, Week, and Date according to the RollUpArc connections in the Date hierarchy.""
Structured: 
  - [""Date_Year"", ""Date_Semester""]
  - [""Date_Year"", ""Date_Quarter""]
  - [""Date_Year"", ""Date_4Month_Period""]
  - [""Date_Year"", ""Date_Month_In_Year"", ""Date_Date""]
  - [""Date_Year"", ""Date_Week"", ""Date_Date""]";0.4081632653061224;;;;;;;;;;;;;;;
O_09_D;2;MG1;SG1;If I'm aggregating data by 12-months periods, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""From the 12-month period level, which corresponds to the 4Month Period level in the Date hierarchy, you can drill down to Month in Year, then to Month or Quarter and finally to Date and Week for finer granularity.""
Motivation: ""The schema defines Date_4Month_Period as rolling up to Date_Year, while Date_Month_In_Year rolls up to Date_4Month_Period, Date_Month, and Date_Quarter, and Date_Date rolls up to Date_Month_In_Year and Date_Week. Therefore, starting from the 4Month Period (about 12 months), the available drill-down paths follow these sequential roll-up links.""
Structured: 
  - [""Date_4Month_Period"", ""Date_Month_In_Year"", ""Date_Month"", ""Date_Date""]
  - [""Date_4Month_Period"", ""Date_Month_In_Year"", ""Date_Quarter"", ""Date_Date""]
  - [""Date_4Month_Period"", ""Date_Month_In_Year"", ""Date_Week""]";0.47777777777777775;;;;;;;;;;;;;;;
O_09_D;3;MG1;SG1;If I'm aggregating data by 12-months periods, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""From the 12-month period level (that is, the year level in the Date hierarchy), you can drill down to the semester, quarter, 4-month period, and month-in-year levels, and further to the month, week, and date levels.""
Motivation: ""In the Date hierarchy, the attribute Date_Year represents the 12-month aggregation. It has roll-down paths to Date_Semester, Date_Quarter, and Date_4Month_Period, and following those to Date_Month_In_Year, then to Date_Month, Date_Week, and finally Date_Date.""
Structured: 
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Month"", ""Date_Date""]
  - [""Date_Year"", ""Date_4Month_Period"", ""Date_Month_In_Year"", ""Date_Month"", ""Date_Date""]
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Week"", ""Date_Date""]";0.7191919191919193;;;;;;;;;;;;;;;
O_09_D;4;MG1;SG1;If I'm aggregating data by 12-months periods, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""If you are aggregating data by 12-months periods (i.e., Year), you can drill down along the Date hierarchy through the following paths: Year to Semester, Year to Semester to Quarter, Year to 4 Month Period, Year to Semester to Quarter to Month in Year, Year to 4 Month Period to Month in Year, and Year to Semester to Quarter to Month in Year to Date.""
Motivation: ""The hierarchy attributes related to time define roll-up arcs from Year to Semester, Semester to Quarter, Quarter to Month in Year, and Month in Year to Date. These determine all possible drill-down paths starting from Year.""
Structured: 
  - [""Date_Year"", ""Date_Semester""]
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter""]
  - [""Date_Year"", ""Date_4Month_Period""]
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year""]
  - [""Date_Year"", ""Date_4Month_Period"", ""Date_Month_In_Year""]
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Date""]";0.46428571428571436;;;;;;;;;;;;;;;
O_09_D;5;MG1;SG1;If I'm aggregating data by 12-months periods, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""From Year, which represents 12-month periods, you can drill down along several paths in the Date hierarchy leading respectively to Semester, Quarter, 4-Month Period, Month in Year, Month, Week, and Date.""
Motivation: ""In the Date hierarchy, Year rolls down to Semester which further rolls down to Quarter and 4-Month Period; Month in Year, Month, and Week also connect under Date. These represent the possible drill-down paths starting from Year, i.e., 12-month periods.""
Structured: 
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter""]
  - [""Date_Year"", ""Date_Semester""]
  - [""Date_Year"", ""Date_4Month_Period""]
  - [""Date_Year"", ""Date_4Month_Period"", ""Date_Month_In_Year""]
  - [""Date_Year"", ""Date_Month_In_Year"", ""Date_Month""]
  - [""Date_Year"", ""Date_Month_In_Year"", ""Date_Week"", ""Date_Date""]";0.4017857142857143;;;;;;;;;;;;;;;
O_09_D;1;MG1;SG2;If I'm aggregating data by 12-months periods, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""If you are aggregating data by 12-month periods, you are at the Year level of the Date hierarchy, and you can drill down to see data by Semester, Quarter, Four-Month Period, Month in Year, Month, Week, and Date."" 
Motivation: ""In the Date hierarchy, Year rolls down to Semester, then to Quarter, then to Four-Month Period, then to Month in Year, which further connects to Month, Week, and Date through RollUpArc links."" 
Structured: 
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_4Month_Period"", ""Date_Month_In_Year"", ""Date_Month"", ""Date_Week"", ""Date_Date""]";0.5128205128205128;;;;;;;;;;;;;;;
O_09_D;2;MG1;SG2;If I'm aggregating data by 12-months periods, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""When aggregating data by 12-months periods (years), you can drill down along the Date hierarchy into semesters, quarters, 4-month periods, months, weeks, or single dates.""
Motivation: ""Starting from Date_Year, roll-down paths include those obtained by following RollUpArc relationships connecting Year to Semester (then Quarter), 4Month Period, Month, Week, and Date levels, as shown in the Date hierarchy.""
Structured: 
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter""]
  - [""Date_Year"", ""Date_4Month_Period"", ""Date_Month_In_Year"", ""Date_Date""]
  - [""Date_Year"", ""Date_Month_In_Year"", ""Date_Month"", ""Date_Date""]
  - [""Date_Year"", ""Date_Date"", ""Date_Week""]";0.5833333333333334;;;;;;;;;;;;;;;
O_09_D;3;MG1;SG2;If I'm aggregating data by 12-months periods, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Motivation: ""In the Date hierarchy, Year corresponds to 12-month periods, and it rolls down to Semester, Quarter, 4MonthPeriod, MonthInYear, Month, Week, and Date. Therefore, when aggregating by 12-month periods, you can drill down along these paths.""
Full: ""When aggregating by 12-month periods (Year), the available drill-down paths go through Semester, Quarter, 4-Month Period, Month in Year, Month, Week, and Date.""
Structured: 
  - [""Date_Year"", ""Date_Semester""]
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter""]
  - [""Date_Year"", ""Date_4Month_Period""]
  - [""Date_Year"", ""Date_Month_In_Year""]
  - [""Date_Year"", ""Date_Month""]
  - [""Date_Year"", ""Date_Date"", ""Date_Week""]";0.35416666666666663;;;;;;;;;;;;;;;
O_09_D;4;MG1;SG2;If I'm aggregating data by 12-months periods, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Motivation: ""The attribute representing 12‑month periods is Date_Year. Following the roll‑up arcs starting from Date_Year downwards in the Date hierarchy, one can drill down to Semester, Quarter, Month In Year, Month, Week, and Date, each connected in sequence through roll‑up arcs defined in the ontology.""
Full: ""When aggregating data by 12‑month periods (i.e., by year), the available drill‑down paths include Year to Semester to Quarter to Month In Year to Month to Week to Date.""
Structured: 
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Month"", ""Date_Week"", ""Date_Date""]";0.5555555555555556;;;;;;;;;;;;;;;
O_09_D;5;MG1;SG2;If I'm aggregating data by 12-months periods, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""When aggregating data by 12-month periods, you can drill down from Year to Semester, Quarter, 4-Month Period, Month In Year, Month, Week, and Date.""
Motivation: ""In the Date hierarchy, the attribute Year (representing a 12-month period) has RollUpArc connections to Semester, Quarter, 4-Month Period, Month In Year, Month, Week, and Date, defining the available drill-down paths.""
Structured: 
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_4Month_Period"", ""Date_Month_In_Year"", ""Date_Month"", ""Date_Week"", ""Date_Date""]";0.5128205128205128;;;;;;;;;;;;;;;
O_09_D;1;MG2;SG2;If I'm aggregating data by 12-months periods, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""Starting from Year, the available drill-down paths are to Semester, Quarter, 4-Month Period, Month In Year, Week, and Date.""  
Motivation: ""The Date hierarchy has Year as its top level, with roll-down relationships leading to Semester, Quarter, 4-Month Period, Month In Year, Week, and Date, as indicated by the RollUpArc connections from these attributes to Year.""  
Structured: 
  - [""Date_Year"", ""Date_Semester""]
  - [""Date_Year"", ""Date_Quarter""]
  - [""Date_Year"", ""Date_4Month_Period""]
  - [""Date_Year"", ""Date_Month_In_Year""]
  - [""Date_Year"", ""Date_Week""]
  - [""Date_Year"", ""Date_Date""]";0.30952380952380953;;;;;;;;;;;;;;;
O_09_D;2;MG2;SG2;If I'm aggregating data by 12-months periods, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Full: ""When aggregating data by 12-month periods, the available drill-down paths start from Year and include Semester, Quarter, 4-Month Period, Month In Year, Month, Week, and finally Date.""
Motivation: ""In the Date hierarchy, the Year level rolls down to Semester, Quarter, 4-Month Period, Month In Year, Month, Week, and Date through successive RollUpArc relationships, defining the drill-down paths from the yearly aggregation to finer temporal details.""
Structured: 
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Date""]
  - [""Date_Year"", ""Date_4Month_Period"", ""Date_Month_In_Year"", ""Date_Date""]
  - [""Date_Year"", ""Date_Month_In_Year"", ""Date_Month""]
  - [""Date_Year"", ""Date_Week"", ""Date_Date""]";0.6666666666666666;;;;;;;;;;;;;;;
O_09_D;3;MG2;SG2;If I'm aggregating data by 12-months periods, which drill-down paths are available?;[['Date_Year', 'Date_4Month_Period', 'Date_Month_In_Year', 'Date_Date'], ['Date_Year', 'Date_Semester', 'Date_Quarter', 'Date_Month_In_Year', 'Date_Date']];"Motivation: ""The attribute representing 12-months periods corresponds to Date_Year, which rolls down to semesters, quarters, four-month periods, months in year, and finally to dates. The drill-down paths follow each roll-up arc sequence from Year to finer-grained temporal levels within the Date hierarchy.""
Full: ""From 12-months periods (Year), you can drill down to Semester, then to Quarter, then to 4-Month Period, to Month in Year, and finally to Date.""
Structured: 
  - [""Date_Year"", ""Date_Semester"", ""Date_Quarter"", ""Date_Month_In_Year"", ""Date_Date""]";0.6666666666666666;;;;;;;;;;;;;;;
