FactSchema Name,Item ID,Item Type,Hierarchy,Conformed Hierarchy,Conformed Hierarchy Attribute,Item Name,From Item ID,To Item ID,Description,Sample Values,Notes,Is Multiple,Is Optional,Is Shared,Is Descriptive,Is Cross Dimensional,Is Convergence,Temporal Scenario,Source Table,Source Field,Logical Name,SQL Type,Length,Precision,Scale
Time,Date_Month,Attribute,Date,,,Month,Date_Month In Year,,A generic month,"Jan, Feb, Mar",,,False,False,False,False,False,UpToDate,,,MONTH,VARCHAR,255,,
Time,,Arc,,,,,Date_Semester,Date_Year,,,,False,False,,,,,,,,,,,,
Time,,Arc,,,,,Date_4-Month Period,Date_Year,,,,False,False,,,,,,,,,,,,
Product,SKU_SKU,Attribute,SKU,,,SKU,FACT,,Stock keeping unit,"Sneakers British Knight Leather Red M, Sneakers British Knight Suede Brown XL, Sneakers Sporty Lady Faux Leather White S","These attributes include, but are not limited to, product description, material, color, size.
Can also refer to a unique identifier or code that refers to the particular stock keeping unit",,False,False,False,False,False,UpToDate,,,SKU,VARCHAR,255,,
Product,SKU_Subtype,Attribute,SKU,,,Subtype,SKU_SKU,,A classification of products,"Lady Sports Multipurpose Footwear, Lady Sandals Casual Footwear, Man Leathers Formal Footwear",,,False,False,False,False,False,UpToDate,,,SUBTYPE,VARCHAR,255,,
Product,SKU_Type,Attribute,SKU,,,Type,SKU_Subtype,,A classification of products,"Coats, casual, suits",,,False,False,False,False,False,UpToDate,,,TYPE,VARCHAR,255,,
Product,SKU_Customer Type,Attribute,SKU,,,Customer Type,SKU_Subtype,,The type of customer the product is targeted to,"Junior, baby, adult",,,False,False,False,False,False,UpToDate,,,CUSTOMER_TYPE,VARCHAR,255,,
Product,SKU_Customer Gender,Attribute,SKU,,,Customer Gender,SKU_SKU,,The gender the product is targeted to,"Male, female, unisex",,,False,False,False,False,False,UpToDate,,,CUSTOMER_GENDER,VARCHAR,255,,
Product,SKU_Category,Attribute,SKU,,,Category,SKU_Type,,A classification of products,"Footwear, apparel, accessories",,,False,False,False,False,False,UpToDate,,,CATEGORY,VARCHAR,255,,
Product,SKU_Size,Attribute,SKU,,,Size,SKU_SKU,,The size of the product,"S, M, L, XL",,,False,False,False,False,False,UpToDate,,,SIZE,VARCHAR,255,,
Product,SKU_Color,Attribute,SKU,,,Color,SKU_SKU,,The specific color of the product,"Dark blu, light blu",,,False,False,False,False,False,UpToDate,,,COLOR,VARCHAR,255,,
Product,SKU_Macro Color,Attribute,SKU,,,Macro Color,SKU_Color,,A group of colors,"Blu, red",,,False,False,False,False,False,UpToDate,,,MACRO_COLOR,VARCHAR,255,,
Product,SKU_Age Range,Attribute,SKU,,,Age Range,SKU_Customer Type,,,"1-5, 6-10, 11-16",,,False,False,True,False,False,UpToDate,,,AGE_RANGE,VARCHAR,255,,
Product,SKU_Brand,Attribute,SKU,,,Brand,SKU_SKU,,The brand of the product,,,,False,False,False,False,False,UpToDate,,,BRAND,VARCHAR,255,,
Product,SKU_Brand Group,Attribute,SKU,,,Brand Group,SKU_Brand,,A group of brands,,,,False,False,False,False,False,UpToDate,,,BRAND_GROUP,VARCHAR,255,,
Product,SKU_Made In,Attribute,SKU,,,Made In,SKU_SKU,,The country where the product has been manufactured,"China, Korea",,,False,False,False,False,False,UpToDate,,,MADE_IN,VARCHAR,255,,
Customer,Customer_Customer,Attribute,Customer,,,Customer,FACT,,The buying customer,"Holding1, Holding2 ",,,False,False,False,False,False,UpToDate,,,CUSTOMER,VARCHAR,255,,
Customer,Customer_Billing Information,Attribute,Customer,,,Billing Information,Customer_Customer,,The specific data needed for billing a customer,,,,False,False,True,False,False,UpToDate,,,BILLING_INFORMATION,VARCHAR,255,,
Customer,Customer_City,Attribute,Customer,Geography,City,City,Customer_Customer,,A specific city or town,"Rome, London, Miami",,,False,False,False,False,False,UpToDate,,,CITY,VARCHAR,255,,
Customer,Customer_County,Attribute,Customer,Geography,County,County,Customer_City,,The county where a city belongs (if specified),"Monterey, Orange",,,True,False,False,False,False,UpToDate,,,COUNTY,VARCHAR,255,,
Customer,Customer_State,Attribute,Customer,Geography,State,State,Customer_County,,The state where a city belongs (for USA only),"Florida, California",,,True,False,False,False,False,UpToDate,,,STATE,VARCHAR,255,,
Customer,Customer_Country,Attribute,Customer,Geography,Country,Country,Customer_State,,The nation of a city,"Italy, UK, USA",,,False,False,False,False,False,UpToDate,,,COUNTRY,VARCHAR,255,,
Customer,Customer_Shipping Address,Attribute,Customer,,,Shipping Address,Customer_Customer,,The shipping address of a customer,,,,False,False,True,False,False,UpToDate,,,SHIPPING_ADDRESS,VARCHAR,255,,
Customer,Customer_Area,Attribute,Customer,Geography,Area,Area,Customer_Country,,The geographic area of a state,"North Europe, North America",,,False,False,False,False,False,UpToDate,,,AREA,VARCHAR,255,,
Warehouse,Warehouse_Warehouse,Attribute,Warehouse,,,Warehouse,FACT,,The warehouse where a product is stored,,,,False,False,False,False,False,UpToDate,,,WAREHOUSE,VARCHAR,255,,
Warehouse,Warehouse_Warehouse Type,Attribute,Warehouse,,,Warehouse Type,,,A classification of warehouses,"Third party warehouse, POP, Stock Production, Other",,,False,False,False,False,False,UpToDate,,,WAREHOUSE_TYPE,VARCHAR,255,,
Warehouse,Warehouse_IsVirtual,Attribute,Warehouse,,,IsVirtual,Warehouse_Warehouse,,Specifies whether the warehouse is a physical or a virtual one,"Y, N",,,False,False,False,False,False,UpToDate,,,ISVIRTUAL,VARCHAR,255,,
Warehouse,Warehouse_City,Attribute,Warehouse,Geography,City,City,Warehouse_Warehouse,,A specific city or town,"Rome, London, Miami",,,False,False,False,False,False,UpToDate,,,CITY,VARCHAR,255,,
Warehouse,Warehouse_County,Attribute,Warehouse,Geography,County,County,Warehouse_City,,The county where a city belongs (if specified),"Monterey, Orange",,,True,False,False,False,False,UpToDate,,,COUNTY,VARCHAR,255,,
Warehouse,Warehouse_State,Attribute,Warehouse,Geography,State,State,Warehouse_County,,The state where a city belongs (for USA only),"Florida, California",,,True,False,False,False,False,UpToDate,,,STATE,VARCHAR,255,,
Warehouse,Warehouse_Country,Attribute,Warehouse,Geography,Country,Country,Warehouse_State,,The nation of a city,"Italy, UK, USA",,,False,False,False,False,False,UpToDate,,,COUNTRY,VARCHAR,255,,
Warehouse,Warehouse_Area,Attribute,Warehouse,Geography,Area,Area,Warehouse_Country,,The geographic area of a state,"North Europe, North America",,,False,False,False,False,False,UpToDate,,,AREA,VARCHAR,255,,
Warehouse,,Arc,,,,,Warehouse_Warehouse,Warehouse_Warehouse Type,,,,False,True,,,,,,,,,,,,
Store,Store_Store,Attribute,Store,,,Store,FACT,,The store where a product is being sold,,,,False,False,False,False,False,UpToDate,,,STORE,VARCHAR,255,,
Store,Store_IsConnected,Attribute,Store,,,IsConnected,Store_Store,,Whether the store is connected to Internet or not,"Y, N",,,False,False,False,False,False,UpToDate,,,ISCONNECTED,VARCHAR,255,,
Store,Store_Location Type,Attribute,Store,,,Location Type,Store_Store,,The environment where the store is located,"Old Town, Mall, Highway shopping center",,,False,False,False,False,False,UpToDate,,,LOCATION_TYPE,VARCHAR,255,,
Store,Store_City,Attribute,Store,Geography,City,City,Store_Store,,A specific city or town,"Rome, London, Miami",,,False,False,False,False,False,UpToDate,,,CITY,VARCHAR,255,,
Store,Store_County,Attribute,Store,Geography,County,County,Store_City,,The county where a city belongs (if specified),"Monterey, Orange",,,True,False,False,False,False,UpToDate,,,COUNTY,VARCHAR,255,,
Store,Store_State,Attribute,Store,Geography,State,State,Store_County,,The state where a city belongs (for USA only),"Florida, California",,,True,False,False,False,False,UpToDate,,,STATE,VARCHAR,255,,
Store,Store_Country,Attribute,Store,Geography,Country,Country,Store_State,,The nation of a city,"Italy, UK, USA",,,False,False,False,False,False,UpToDate,,,COUNTRY,VARCHAR,255,,
Store,Store_Address,Attribute,Store,,,Address,Store_Store,,,,,,False,False,True,False,False,UpToDate,,,ADDRESS,VARCHAR,255,,
Store,Store_Area,Attribute,Store,Geography,Area,Area,Store_Country,,The geographic area of a state,"North Europe, North America",,,False,False,False,False,False,UpToDate,,,AREA,VARCHAR,255,,
Store,Store_Sales District,Attribute,Store,,,Sales District,Store_Store,,A geography-based grouping of stores,,,,False,False,False,False,False,UpToDate,,,SALES_DISTRICT,VARCHAR,255,,
Geography,City_City,Attribute,City,,,City,FACT,,A specific city or town,"Rome, London, Miami",,,False,False,False,False,False,UpToDate,,,CITY,VARCHAR,255,,
Geography,City_County,Attribute,City,,,County,City_City,,The county where a city belongs (if specified),"Monterey, Orange",,,True,False,False,False,False,UpToDate,,,COUNTY,VARCHAR,255,,
Geography,City_State,Attribute,City,,,State,City_County,,The state where a city belongs (for USA only),"Florida, California",,,True,False,False,False,False,UpToDate,,,STATE,VARCHAR,255,,
Geography,City_Country,Attribute,City,,,Country,City_State,,The nation of a city,"Italy, UK, USA",,,False,False,False,False,False,UpToDate,,,COUNTRY,VARCHAR,255,,
Geography,City_Area,Attribute,City,,,Area,City_Country,,The geographic area of a state,"North Europe, North America",,,False,False,False,False,False,UpToDate,,,AREA,VARCHAR,255,,
